Autauga, Alabama	0.40147416606108416	-0.12157334120869114
Chilton, Alabama	0.38543750254896525	-0.10495957608287523
Dallas, Alabama	0.38163433104436345	-0.1369700420080061
Elmore, Alabama	0.413774286280236	-0.10107081138658257
Lowndes, Alabama	0.4079245479021222	-0.14385620492722775
Montgomery, Alabama	0.4275391033378823	-0.12522696252434237
Baldwin, Alabama	0.38083984631751905	-0.2075888891473122
Clarke, Alabama	0.3698983318230106	-0.179546436873258
Escambia, Alabama	0.4087979075342566	-0.20172205262385354
Mobile, Alabama	0.36523278928676695	-0.23456025871785832
Monroe, Alabama	0.39103985687002785	-0.18472315909614592
Washington, Alabama	0.36140016538306663	-0.20500617161597873
Escambia, Florida	0.40240439153737856	-0.22142537433391474
Barbour, Alabama	0.4733120210356861	-0.12317736843469915
Bullock, Alabama	0.45034422007565816	-0.11583795631083066
Dale, Alabama	0.4667946106042	-0.15216743164026025
Henry, Alabama	0.48659128909713834	-0.14619042669903096
Pike, Alabama	0.4498553474080904	-0.1380835061152653
Russell, Alabama	0.4649868935013203	-0.09856741428376718
Clay, Georgia	0.4998560160501418	-0.13035099982562187
Quitman, Georgia	0.4938182707083348	-0.12049212793450312
Stewart, Georgia	0.4887051220124671	-0.09800650309447365
Bibb, Alabama	0.36265950034550565	-0.10095813942552806
Hale, Alabama	0.3570480379259508	-0.12580982898360926
Jefferson, Alabama	0.3474458492066178	-0.07974411323019105
Perry, Alabama	0.3709009518794002	-0.12817982726282479
Shelby, Alabama	0.37358728792065266	-0.07762358561652968
Tuscaloosa, Alabama	0.3389271355395106	-0.10754266462901577
Blount, Alabama	0.3413815493283302	-0.05171594489288363
Cullman, Alabama	0.3262031091755772	-0.04906015723641404
Etowah, Alabama	0.35818478808668175	-0.02751050866078682
Marshall, Alabama	0.3404505117303747	-0.020729534492029057
St. Clair, Alabama	0.3625302045350524	-0.05563128020986532
Walker, Alabama	0.3271036420363132	-0.07930105638664627
Macon, Alabama	0.4361490063832279	-0.0968632062785775
Butler, Alabama	0.4098141809722725	-0.16782155523266912
Conecuh, Alabama	0.416940240566946	-0.19148947077140335
Covington, Alabama	0.43093274487948047	-0.18066799592141575
Crenshaw, Alabama	0.42985946741880343	-0.15214113180528166
Wilcox, Alabama	0.38614928702358964	-0.1580996944093142
Calhoun, Alabama	0.38041939944861025	-0.037986290061415254
Cherokee, Alabama	0.3787514232534268	-0.013550594968498697
Cleburne, Alabama	0.40269182979975043	-0.02969300177127452
Talladega, Alabama	0.38924285165883865	-0.05782645528040859
Chambers, Alabama	0.4396179759328344	-0.06056493360632992
